127.0.0.1 - - [24/May/2018:21:23:09 +0000] "GET /2018/05/24/hello-world/ HTTP/1.1" 499 0 "http://fictional-university.local/2018/05/24/hello-world/" "WordPress/4.9.6; http://fictional-university.local"
127.0.0.1 - - [24/May/2018:21:23:16 +0000] "POST /wp-cron.php?doing_wp_cron=1527196995.1112809181213378906250 HTTP/1.1" 499 0 "http://fictional-university.local/wp-cron.php?doing_wp_cron=1527196995.1112809181213378906250" "WordPress/4.9.6; http://fictional-university.local"
127.0.0.1 - - [24/May/2018:21:23:16 +0000] "GET /index.php/2018/05/24/hello-world/ HTTP/1.1" 200 19677 "http://fictional-university.local/index.php/2018/05/24/hello-world/" "WordPress/4.9.6; http://fictional-university.local"
127.0.0.1 - - [24/May/2018:22:34:25 +0000] "POST /wp-cron.php?doing_wp_cron=1527201265.0459420680999755859375 HTTP/1.1" 200 31 "http://fictional-university.local/wp-cron.php?doing_wp_cron=1527201265.0459420680999755859375" "WordPress/4.9.6; http://fictional-university.local"
127.0.0.1 - - [24/May/2018:22:34:25 +0000] "GET / HTTP/1.0" 200 53591 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/66.0.3359.181 Safari/537.36"
127.0.0.1 - - [24/May/2018:22:34:26 +0000] "GET /favicon.ico HTTP/1.0" 200 0 "http://fictional-university.local/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/66.0.3359.181 Safari/537.36"
127.0.0.1 - - [24/May/2018:22:34:52 +0000] "GET /favicon.ico HTTP/1.0" 200 0 "http://fictional-university.local/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/66.0.3359.181 Safari/537.36"
127.0.0.1 - - [24/May/2018:22:35:11 +0000] "GET /2018/05/ HTTP/1.0" 200 53371 "http://fictional-university.local/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/66.0.3359.181 Safari/537.36"
127.0.0.1 - - [24/May/2018:22:35:12 +0000] "GET /favicon.ico HTTP/1.0" 200 0 "http://fictional-university.local/2018/05/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/66.0.3359.181 Safari/537.36"
127.0.0.1 - - [24/May/2018:22:37:13 +0000] "GET /favicon.ico HTTP/1.0" 200 0 "http://fictional-university.local/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/66.0.3359.181 Safari/537.36"
127.0.0.1 - - [24/May/2018:22:37:17 +0000] "GET /wp-admin HTTP/1.0" 301 178 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/66.0.3359.181 Safari/537.36"
127.0.0.1 - - [24/May/2018:22:37:17 +0000] "GET /wp-admin/ HTTP/1.0" 302 0 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/66.0.3359.181 Safari/537.36"
127.0.0.1 - - [24/May/2018:22:37:17 +0000] "GET /wp-login.php?redirect_to=http%3A%2F%2Ffictional-university.local%2Fwp-admin%2F&reauth=1 HTTP/1.0" 200 2341 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/66.0.3359.181 Safari/537.36"
127.0.0.1 - - [24/May/2018:22:37:17 +0000] "GET /wp-admin/load-styles.php?c=0&dir=ltr&load%5B%5D=dashicons,buttons,forms,l10n,login&ver=4.9.6 HTTP/1.0" 200 104364 "http://fictional-university.local/wp-login.php?redirect_to=http%3A%2F%2Ffictional-university.local%2Fwp-admin%2F&reauth=1" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/66.0.3359.181 Safari/537.36"
127.0.0.1 - - [24/May/2018:22:37:17 +0000] "GET /favicon.ico HTTP/1.0" 200 0 "http://fictional-university.local/wp-login.php?redirect_to=http%3A%2F%2Ffictional-university.local%2Fwp-admin%2F&reauth=1" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/66.0.3359.181 Safari/537.36"
127.0.0.1 - - [24/May/2018:22:37:25 +0000] "POST /wp-login.php HTTP/1.0" 302 0 "http://fictional-university.local/wp-login.php?redirect_to=http%3A%2F%2Ffictional-university.local%2Fwp-admin%2F&reauth=1" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/66.0.3359.181 Safari/537.36"
127.0.0.1 - - [24/May/2018:22:37:27 +0000] "GET /wp-admin/ HTTP/1.0" 200 55528 "http://fictional-university.local/wp-login.php?redirect_to=http%3A%2F%2Ffictional-university.local%2Fwp-admin%2F&reauth=1" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/66.0.3359.181 Safari/537.36"
127.0.0.1 - - [24/May/2018:22:37:27 +0000] "GET /wp-admin/load-scripts.php?c=0&load%5B%5D=jquery-core,jquery-migrate,utils&ver=4.9.6 HTTP/1.0" 200 109068 "http://fictional-university.local/wp-admin/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/66.0.3359.181 Safari/537.36"
127.0.0.1 - - [24/May/2018:22:37:27 +0000] "GET /wp-admin/load-styles.php?c=0&dir=ltr&load%5B%5D=dashicons,admin-bar,common,forms,admin-menu,dashboard,list-tables,edit,revisions,media,themes,about,nav-menus,wp-pointer,widgets&load%5B%5D=,site-icon,l10n,buttons,wp-auth-check&ver=4.9.6 HTTP/1.0" 200 335791 "http://fictional-university.local/wp-admin/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/66.0.3359.181 Safari/537.36"
127.0.0.1 - - [24/May/2018:22:37:27 +0000] "GET /wp-admin/load-scripts.php?c=0&load%5B%5D=hoverIntent,common,admin-bar,wp-ajax-response,jquery-color,wp-lists,quicktags,jquery-query,admin-comments,jquery-ui-core,jquery-&load%5B%5D=ui-widget,jquery-ui-mouse,jquery-ui-sortable,postbox,underscore,wp-util,wp-a11y,dashboard,thickbox,plugin-install,updates,shortc&load%5B%5D=ode,media-upload,svg-painter,heartbeat,wp-auth-check,wplink,jquery-ui-position,jquery-ui-menu,jquery-ui-autocomplete&ver=4.9.6 HTTP/1.0" 200 244314 "http://fictional-university.local/wp-admin/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/66.0.3359.181 Safari/537.36"
127.0.0.1 - - [24/May/2018:22:37:28 +0000] "GET /favicon.ico HTTP/1.0" 200 0 "http://fictional-university.local/wp-admin/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/66.0.3359.181 Safari/537.36"
127.0.0.1 - - [24/May/2018:22:37:28 +0000] "POST /wp-admin/admin-ajax.php HTTP/1.0" 200 1036 "http://fictional-university.local/wp-admin/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/66.0.3359.181 Safari/537.36"
127.0.0.1 - - [24/May/2018:22:37:29 +0000] "POST /wp-cron.php?doing_wp_cron=1527201447.9412479400634765625000 HTTP/1.1" 499 0 "http://fictional-university.local/wp-cron.php?doing_wp_cron=1527201447.9412479400634765625000" "WordPress/4.9.6; http://fictional-university.local"
127.0.0.1 - - [24/May/2018:22:37:29 +0000] "GET /wp-admin/admin-ajax.php?action=wp-compression-test&test=1&_ajax_nonce=b863cc51d2&1527201448633 HTTP/1.0" 200 1114 "http://fictional-university.local/wp-admin/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/66.0.3359.181 Safari/537.36"
127.0.0.1 - - [24/May/2018:22:37:29 +0000] "GET /wp-admin/admin-ajax.php?action=wp-compression-test&test=2&_ajax_nonce=b863cc51d2&1527201449806 HTTP/1.0" 200 572 "http://fictional-university.local/wp-admin/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/66.0.3359.181 Safari/537.36"
127.0.0.1 - - [24/May/2018:22:37:29 +0000] "GET /wp-admin/admin-ajax.php?action=wp-compression-test&test=yes&_ajax_nonce=b863cc51d2&1527201449902 HTTP/1.0" 200 1 "http://fictional-university.local/wp-admin/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/66.0.3359.181 Safari/537.36"
127.0.0.1 - - [24/May/2018:22:37:32 +0000] "GET /wp-admin/admin-ajax.php?action=dashboard-widgets&widget=dashboard_primary&pagenow=dashboard HTTP/1.0" 200 837 "http://fictional-university.local/wp-admin/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/66.0.3359.181 Safari/537.36"
127.0.0.1 - - [24/May/2018:22:38:28 +0000] "POST /wp-admin/admin-ajax.php HTTP/1.0" 200 47 "http://fictional-university.local/wp-admin/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/66.0.3359.181 Safari/537.36"
127.0.0.1 - - [24/May/2018:22:40:29 +0000] "POST /wp-admin/admin-ajax.php HTTP/1.0" 200 47 "http://fictional-university.local/wp-admin/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/66.0.3359.181 Safari/537.36"
127.0.0.1 - - [24/May/2018:22:42:30 +0000] "POST /wp-admin/admin-ajax.php HTTP/1.0" 200 47 "http://fictional-university.local/wp-admin/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/66.0.3359.181 Safari/537.36"
127.0.0.1 - - [24/May/2018:22:43:56 +0000] "POST /wp-admin/admin-ajax.php HTTP/1.0" 200 47 "http://fictional-university.local/wp-admin/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/66.0.3359.181 Safari/537.36"
127.0.0.1 - - [24/May/2018:22:44:07 +0000] "GET / HTTP/1.0" 200 61176 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/66.0.3359.181 Safari/537.36"
127.0.0.1 - - [24/May/2018:22:44:07 +0000] "GET /favicon.ico HTTP/1.0" 200 0 "http://fictional-university.local/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/66.0.3359.181 Safari/537.36"
127.0.0.1 - - [24/May/2018:22:44:57 +0000] "POST /wp-admin/admin-ajax.php HTTP/1.0" 200 47 "http://fictional-university.local/wp-admin/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/66.0.3359.181 Safari/537.36"
127.0.0.1 - - [24/May/2018:22:46:58 +0000] "POST /wp-admin/admin-ajax.php HTTP/1.0" 200 47 "http://fictional-university.local/wp-admin/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/66.0.3359.181 Safari/537.36"
127.0.0.1 - - [24/May/2018:22:48:58 +0000] "POST /wp-admin/admin-ajax.php HTTP/1.0" 200 47 "http://fictional-university.local/wp-admin/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/66.0.3359.181 Safari/537.36"
127.0.0.1 - - [24/May/2018:22:50:07 +0000] "GET / HTTP/1.0" 200 61176 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/66.0.3359.181 Safari/537.36"
